State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2614735,125539,N/A,2049969,98423,1837534,N/A,1036281,49.8,916462,N/A,825374,39.6,735259,N/A,1325315,1187320,102100,0,38187,977861,1033753,168,381995,406569,36804,6,381667,316847,36739,6,N/A,49.8,N/A,N/A,38,702088,0,1036281,173273,0,136921,0,77140,56381,3399,1,373384,0,0,1002721,0,805607,0,381913,386907,36781,6,1996566,0,0,1035959,0,825228,0,381924,406516,36782,6,2049473,0,0,203219,24.6,201096,27.4,128630,36.2,60364,44.1,100465,101395,1241,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,24270165,191529,246299,20230375,159649,18348574,186205,9256381,73,8240248,83.6,8194192,64.7,7358304,74.7,14717445,8410120,1142600,0,653911,7303947,12245901,26616,2731971,4845604,608223,8394,2724259,4020237,605615,8193,N/A,73,N/A,83.6,61.3,6939607,70.4,9256381,1949170,95,1773831,86.8,790039,896793,83366,3633,4888319,239244,1187830,8890301,82,7938454,73.2,2731856,4590041,608164,8393,19604733,180892,223940,9255694,77.6,8193984,68.7,2731873,4845550,608167,8394,20229557,169641,203525,3380461,41.3,3343410,45.4,2187493,58.6,1239769,69.9,1441115,1895527,42815,1004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,11484150,170585,222378,8641126,128355,8020864,155315,3929797,58.4,3585051,69.4,3518662,52.3,3258597,63.1,6871450,4037200,575500,0,293705,3161944,5157743,27734,1220296,2017746,272691,7929,1219954,1758441,272399,7803,N/A,58.4,N/A,69.4,49.2,3054399,59.1,3929797,991025,91.3,930250,85.7,455396,440523,30547,3784,2528308,232864,1057720,3824620,67,3462848,60.7,1220269,1962009,272665,7905,8481585,148668,201298,3929556,62.2,3518616,55.7,1220287,2017725,272675,7929,8640843,136855,181887,1309002,37.2,1296115,39.8,931377,50.8,567130,61,525794,764916,17650,642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5343115,183403,241435,4150637,142471,3791324,171316,2041564,70.1,1842955,83.3,1673738,57.5,1520965,68.7,3050155,2042760,250200,0,129301,1597718,2420156,3462,608700,945945,118463,630,608326,793760,118333,546,N/A,70.1,N/A,83.3,54.4,1430990,64.7,2041564,516478,95,420146,88.4,199983,201700,18204,259,1159254,243804,1123710,1978607,80.7,1634486,66.7,608682,906738,118443,623,4048427,165128,217935,2041434,74.8,1673719,61.4,608692,945939,118458,630,4150497,152145,195863,595517,35.6,589037,38.7,410094,50.4,250879,59.7,265087,321687,8601,142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,7723345,172872,222909,5992560,134132,5567709,160693,2816145,63,2583171,74.6,2439049,54.6,2253016,65,4203665,3148380,371300,0,225897,2483864,3280659,2140,945934,1287894,203623,1598,945583,1102434,203478,1521,N/A,63,N/A,74.6,51.2,2100450,60.6,2816145,713025,95,634801,84.6,290033,305685,38299,784,1704128,227046,1029010,2745577,72.1,2392185,62.9,945830,1241170,203592,1593,5874587,154344,202917,2815787,67.1,2439003,58.1,945925,1287880,203601,1597,5991485,142822,184106,915657,37.5,909214,40.4,660497,52.2,396134,62.4,420637,475373,19531,116,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,7289780,156810,204702,5743417,123546,5391527,151398,2696720,58,2494169,70,2354263,50.6,2208380,62,4068160,2906020,315600,0,188221,2369239,3183079,2878,930251,1252403,170578,1031,929732,1107240,170391,1017,N/A,58,N/A,70,47.8,2074846,58.3,2696720,667290,90,629767,85,299293,308077,22189,208,1664555,224630,983747,2652702,67.6,2335348,59.5,930225,1233544,170551,1028,5681103,144804,185807,2696505,62,2354200,54.2,930237,1252374,170558,1031,5743140,132107,167684,776413,33,771877,35,583393,46.8,361256,57.4,342493,423314,10577,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,15090670,218943,272409,13274439,192592,12059012,217683,6327600,91.8,5665158,95,5176851,75.1,4645921,83.9,8798370,5690500,601800,0,388759,5241586,7643669,425,1842606,2962208,371859,178,1837252,2437897,370613,159,N/A,91.8,N/A,95,71.6,4404844,79.5,6327600,1363204,95,1087097,93,491646,521913,73472,66,3078875,263302,1290540,6077759,95,4995675,83,1842570,2781096,371832,177,12843127,213456,250811,6327377,95,5176823,79.2,1842597,2962194,371854,178,13274263,203121,230916,2141837,41.4,2114776,45.5,1309306,56,702264,64.6,1047275,1072774,21780,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,13723320,226994,291304,10626464,175770,9599196,203762,4910447,81.2,4360760,92.6,4283729,70.9,3837805,81.5,8420200,4711820,591300,0,348856,3910347,6352600,14661,1460433,2504000,315501,3795,1459872,2059201,315168,3564,N/A,81.2,N/A,92.6,67.7,3646283,77.4,4910447,982449,95,888227,92.6,423940,408813,54412,1062,2426074,252875,1430410,4723558,91.5,4156025,80.5,1460367,2376530,315364,3764,10311164,199717,265807,4909897,86.4,4283618,75.4,1460401,2503961,315463,3793,10625822,186951,241449,1720378,40.2,1693498,44.1,1105098,57.1,599426,67.5,756865,933692,29509,312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,2993060,222663,273246,2560849,190509,2359203,215380,1165218,86.7,1060998,95,1026367,76.4,935854,85.4,1669440,1172920,150700,0,139715,1049162,1369047,2925,372913,523782,129067,605,372834,433476,128988,556,N/A,86.7,N/A,95,69.9,848867,77.5,1165218,320174,95,278780,95,126946,127130,24467,237,781762,274048,1049220,1125500,95,994422,83.9,372894,491879,129045,604,2488908,210046,252593,1165095,91,1026335,80.1,372906,523776,129048,605,2560714,199950,233710,482405,47,476940,51,341839,62.7,200130,71.8,228791,243614,9442,558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,68980,88731,145132,48690,62631,45196,95091,26252,33.8,24362,51.3,23060,29.7,21611,45.5,9180,47700,12100,0,2581,42521,3586,2,18987,1505,2567,1,18951,101,2558,1,N/A,33.8,N/A,51.3,26.4,19068,40.1,26252,1386,37.1,1235,33.1,1121,1,113,0,2683,71892,1848340,26101,45.5,23014,40.1,18979,1470,2564,1,48490,84523,120239,26240,37.9,23053,33.3,18982,1504,2566,1,48672,70337,99685,1609,7,1606,7.4,642,12.4,168,13.6,1594,10,5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,18596890,186214,237117,14219075,142378,13168815,167907,6389511,64,5830436,74.3,5713920,57.2,5249371,66.9,10421170,7263520,912200,0,446914,5590775,8179383,2003,2098731,3205535,408630,1024,2097977,2742140,408315,939,N/A,64,N/A,74.3,54.4,4970925,63.4,6389511,1672926,94.8,1527461,86.5,763422,693178,70289,572,4171312,236281,1053410,6198537,72.1,5577433,64.9,2098671,3069142,408601,1019,13892541,161635,216369,6389157,67.8,5713867,60.7,2098711,3205517,408616,1023,14218689,150935,197411,2506887,43.9,2484482,47.3,1767521,58.7,1051974,68.9,1116290,1350224,40302,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,11245660,199404,259327,9309436,165072,8438988,194605,4060348,72,3604436,83.1,3718391,65.9,3323999,76.7,6797700,3954560,493400,0,347062,3425844,5533349,3181,1268112,2128689,320524,1066,1265839,1737131,320006,1023,N/A,72,N/A,83.1,62.8,3148237,72.6,4060348,931602,95,872850,94.8,367450,454856,50255,289,2439598,265064,1221850,3881052,81.2,3582718,75,1268081,1993076,320506,1055,8995739,188271,235359,4060050,76.8,3718340,70.3,1268105,2128660,320509,1066,9309100,176042,212663,1811675,48.7,1792082,53.9,1174061,67,673523,77.2,748277,1037393,25753,252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,10280185,167500,215660,8187703,133406,7592013,159267,3856211,62.8,3527724,74,3271183,53.3,3014272,63.2,6048585,3819700,411900,0,240401,2982044,4962949,2309,1127624,1914182,228768,609,1127149,1658157,228509,457,N/A,62.8,N/A,74,50.5,2845664,59.7,3856211,997830,94,875968,82.5,398979,437318,39510,161,2400090,225989,967969,3753906,71.7,3205620,61.2,1127609,1848669,228742,600,8019193,153163,196347,3855900,66.8,3271146,56.7,1127612,1914173,228752,609,8187368,141911,178186,1144375,35,1136977,37.7,825348,48.8,518577,59.2,477344,652769,14215,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,115130,222040,319141,97917,188843,80731,223787,43728,84.3,34611,95,40789,78.7,32871,91.1,87110,24720,3300,0,1248,13611,83058,0,5027,34651,1111,0,5026,26734,1111,0,N/A,84.3,N/A,95,76.9,31940,88.5,43728,3143,83.7,3032,80.8,489,2429,114,0,7978,212520,3066860,39827,94.2,37758,89.3,5027,31620,1111,0,90983,215141,272239,43726,90.9,40789,84.8,5027,34651,1111,0,97915,203557,239346,14558,35.7,14400,43.8,7518,57.1,1925,63.5,3134,11284,140,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4864285,163442,213574,3534081,118747,3304558,145092,1679217,56.4,1549348,68,1453208,48.8,1354719,59.5,2699925,1947460,216900,0,87399,1439755,2004626,2301,565438,805922,81074,774,565105,707884,80978,752,N/A,56.4,N/A,68,46.7,1291561,56.7,1679217,436922,89.8,399535,82.1,203910,177843,17412,370,1055863,216946,999457,1653057,65.6,1439347,57.1,565423,792091,81059,774,3493747,138562,192918,1679077,60.1,1453179,52,565430,805912,81063,774,3533925,126543,174180,441532,30.4,439315,32.4,348708,44.1,217687,54.5,210753,224080,6363,336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1788015,167295,212811,1460122,136616,1358023,161633,667021,62.4,611192,72.7,580266,54.3,536219,63.8,955155,729260,103600,0,58091,619845,780368,1818,230270,296904,52664,428,230141,253058,52599,421,N/A,62.4,N/A,72.7,50.6,496396,59.1,667021,193038,93.5,174102,84.3,83590,80425,9883,204,477060,231092,866131,648460,70.7,567890,61.9,230249,284555,52658,428,1429149,155749,194858,666914,66.2,580239,57.6,230254,296898,52659,428,1459979,144894,177449,239357,41.2,237831,44.4,173953,55.7,112416,64.6,114258,120604,4217,278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,19426790,185227,237278,15216745,145086,14008071,171094,8174339,77.9,7496705,91.6,5995979,57.2,5495319,67.1,11271630,7255660,899500,0,494660,5702898,9018274,913,2105928,3426516,463399,136,2102853,2930371,461962,133,N/A,77.9,N/A,91.6,53.4,5104040,62.3,8174339,2104979,95,1486856,84.9,714813,718723,53259,61,4135156,236147,1109410,7957660,88.6,5862092,65.2,2105815,3292766,463375,136,14858460,165360,216201,8173407,82.7,5995647,60.7,2105872,3426257,463382,136,15215507,154029,196661,1289774,21.5,1277644,23.2,898342,30.3,529118,35.6,571891,694633,23238,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1222060,160362,210015,1028562,134971,952526,163695,478158,62.7,438368,75.3,403934,53,372478,64,694880,475380,51800,0,38564,388079,601603,316,141871,226707,35352,4,141663,195608,35203,4,N/A,62.7,N/A,75.3,49.6,346687,59.6,478158,119715,95,101456,84.7,47755,49354,4346,1,287380,239793,1019700,464168,72.8,394439,61.9,141865,217224,35346,4,1002718,157352,191772,478087,67.5,403922,57.1,141867,226703,35348,4,1028479,145273,172617,152622,37.8,151797,40.8,107118,54.8,66657,65.7,67589,82747,2283,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3535140,182750,242409,2906222,150238,2651665,181828,1294770,66.9,1159357,79.5,1166602,60.3,1053928,72.3,2147180,1240060,147900,0,89981,1059809,1750756,5676,403967,676172,84995,1468,403778,563841,84910,1399,N/A,66.9,N/A,79.5,57.4,998358,68.5,1294770,302724,95,282782,90.5,137484,137584,6831,883,797418,255208,1131400,1249149,77.2,1134142,70.1,403933,643776,84973,1460,2827699,174829,218568,1294524,71.8,1166546,64.7,403947,676151,84980,1468,2905913,161124,196012,493090,42.3,487753,46.3,329214,59.8,197349,69.8,197466,290427,4917,280,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,3030290,222863,274369,2433404,178965,2243960,203173,1365874,95,1266883,95,917922,67.5,846896,76.7,1781750,1078940,169600,0,109688,914017,1409624,75,335342,501173,81318,89,335081,430472,81260,83,N/A,95,N/A,95,62.2,775163,70.2,1365874,403339,95,234957,92.6,97211,120649,17059,38,674091,265532,1193670,1333649,95,899911,75.1,335235,483296,81291,89,2383410,198855,252826,1364945,95,917702,70.8,335237,501084,81292,89,2432219,187658,233802,135870,14.8,134586,15.9,91006,18.6,47302,20.1,63845,68833,3182,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,19384705,218242,279173,15280036,172030,13917378,200434,7535630,84.8,6781002,95,6311533,71.1,5712797,82.3,11542005,6939100,903600,0,537355,5859945,8881619,1117,2227816,3587194,496031,492,2227117,2989520,495692,468,N/A,84.8,N/A,95,67,5353205,77.1,7535630,1569779,95,1329284,90.1,618932,618569,91622,161,3550412,240619,1313740,7297089,95,6157266,80.8,2227751,3433082,495944,489,14892658,195483,254447,7534715,90,6311416,75.4,2227784,3587166,495974,492,15279099,182601,231667,2307357,36.6,2278753,39.9,1487637,51,797326,60,1036268,1222709,48356,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,3957345,188730,244131,3491339,166506,3184577,196459,1708107,81.5,1525422,94.1,1398891,66.7,1258777,77.7,2220405,1552940,184000,0,112281,1434572,1937090,7396,537922,754453,104510,2006,537498,614950,104354,1975,N/A,81.5,N/A,94.1,63.1,1183660,73,1708107,409041,95,344256,91.2,161138,161207,20905,1006,933565,247233,1048010,1650332,92.3,1363231,76.3,537882,718849,104494,2006,3403158,190394,221398,1707924,86.4,1398842,70.8,537906,754429,104501,2006,3491138,176691,200286,567522,40.6,563065,44.7,378248,56.2,218308,63.4,243622,315592,8218,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5285820,171609,221394,4403319,142958,4080530,170911,2169070,70.4,1985921,83.2,1753543,56.9,1622261,67.9,3216340,1816580,252900,0,178466,1536538,2687806,509,583226,1003651,166609,57,583123,872522,166561,55,N/A,70.4,N/A,83.2,52.6,1487458,62.3,2169070,484851,95,404075,81.5,186598,191822,25624,31,1111803,224166,1065750,2125174,81.1,1728283,65.9,583222,978399,166605,57,4332954,165266,201610,2169017,74.9,1753531,60.6,583222,1003646,166606,57,4403254,152121,182611,549101,31.3,545355,33.6,383127,46.3,228164,56.5,230659,308816,9626,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,40830015,209885,264696,35048839,180167,32224536,208908,16581190,85.2,15034896,95,14083675,72.4,12852474,83.3,24678915,14353000,1798100,0,1358599,12842492,20831563,16185,4820718,8047096,1211552,4309,4818110,6819882,1210568,3914,N/A,85.2,N/A,95,67.7,11946656,77.4,16581190,3392860,95,2932486,89,1384809,1361582,184464,1631,8041228,243958,1238720,16069694,95,13755031,82,4820133,7719321,1211365,4212,34210232,203957,243424,16579512,90.5,14083274,76.8,4820601,8046936,1211446,4291,35046662,191234,222791,4983571,35.4,4933299,38.4,3216586,50.8,1773381,60.5,2215939,2682194,85164,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,20572865,176000,225800,16280404,139279,15102895,165764,7134164,61,6511974,71.5,6508922,55.7,5990253,65.7,11907485,7713080,952300,0,599401,6252366,9409648,18989,2323408,3646378,534130,5006,2322812,3128661,533884,4896,N/A,61,N/A,71.5,52.6,5629593,61.8,7134164,1870689,91.4,1765033,86.3,797712,874482,90389,2450,4846677,236848,1005360,6924631,69.2,6357312,63.6,2323390,3494799,534118,5005,15915345,159142,205714,7133944,64.9,6508893,59.2,2323401,3646362,534124,5006,16280171,148025,187055,2879951,44.2,2853458,47.6,2016787,58.8,1208535,68.5,1255800,1573606,50082,463,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
