State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6156640,155590,204898,5195897,131310,4837326,160990,2576163,65.1,2376066,79.1,2098408,53,1943443,64.7,3384680,2458760,313200,0,141961,2115306,2937535,1095,811831,1152866,133535,176,811558,998288,133442,155,N/A,65.1,N/A,79.1,50.2,1830039,60.9,2576163,653635,95,535024,84.2,271395,243397,20194,38,1462568,230278,969348,2532614,76.2,2073977,62.4,811810,1128472,133519,176,5127563,154202,185150,2575952,69.6,2098362,56.7,811813,1152851,133522,176,5195651,140368,166331,572326,27.3,570853,29.4,434203,41.4,282716,52.8,262651,301980,7676,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,8396565,199077,250556,6688653,158584,6154767,183660,3095193,73.4,2804546,83.7,2785541,66,2548975,76.1,4797085,3149180,450300,0,258331,2509111,3911330,9881,971751,1572976,237693,3121,968880,1340232,236874,2989,N/A,73.4,N/A,83.7,61.8,2369015,70.7,3095193,737316,95,682235,89.1,308231,321198,51808,998,1810762,236367,1096040,2999590,82.2,2724228,74.7,971747,1511675,237690,3116,6530239,179020,230184,3095177,77.6,2785534,69.8,971750,1572971,237692,3121,6688637,167638,210444,991562,35.6,988119,38.8,675523,52.1,433504,63.5,434974,540199,16089,300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,25033525,195544,246214,19725436,154081,18293550,179924,10905285,85.2,10081157,95,7810329,61,7219458,71,14201885,9392640,1439000,0,685340,7724421,11314329,1346,2851485,4274090,684156,598,2849383,3685883,683637,555,N/A,85.2,N/A,95,55.8,6553253,64.5,10905285,3104706,95,2071082,86.5,975124,1008196,87488,274,5859891,244839,1045960,10661972,95,7658161,69.1,2851312,4122173,684079,597,19325220,174391,225903,10903808,90.1,7809859,64.5,2851371,4273785,684105,598,19723552,162950,206819,1716658,22,1710201,23.7,1256635,30.9,771386,37.2,797800,911211,7613,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6243690,195501,238221,5760018,180356,5224964,199353,2802443,87.7,2503769,95,2438458,76.4,2205217,84.1,3782750,2249940,211000,0,143892,2253479,3362109,538,918136,1383448,136768,106,917714,1150843,136594,66,N/A,87.7,N/A,95,72.9,2095973,80,2802443,669562,95,582570,85.7,287723,271572,23260,15,1481746,218014,918654,2714974,95,2390640,83.9,918069,1335750,136717,104,5623988,197451,219208,2801690,91.1,2438262,79.3,918081,1383350,136725,106,5759106,187214,202967,600145,24.6,599204,27.2,416888,36.4,241180,41.4,243303,351248,5587,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2213315,208929,258908,1897285,179097,1744497,204067,923117,87.1,834745,95,801675,75.7,728839,85.3,1296075,830440,86800,0,61626,725546,1108816,1297,278960,465142,57260,313,278850,392444,57234,311,N/A,87.1,N/A,95,72.1,690463,80.8,923117,207274,95,182644,95,82345,93606,6576,117,500332,267491,1183300,893359,95,781227,84.2,278951,444705,57259,312,1852723,199756,238635,923050,91.9,801667,79.8,278956,465140,57259,312,1897211,188807,220265,296984,37,295825,40.6,209934,54.7,122395,67,132679,160636,3655,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,36490,169469,220045,35744,166004,32484,195887,18713,86.9,16739,95,15967,74.2,14673,88.5,7490,25200,3800,0,2334,28085,5325,0,11864,1764,2339,0,11864,470,2339,0,N/A,86.9,N/A,95,64,12493,75.3,18713,1797,90.2,1725,86.6,1477,21,227,0,4176,209639,1831830,18091,95,15966,85.6,11864,1763,2339,0,35124,188383,195709,18712,91.8,15967,78.4,11864,1764,2339,0,35743,175443,179110,3698,23.2,3698,25.2,2160,38.2,940,54.5,3689,9,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,8715215,169270,215855,6572005,127644,6167014,152742,3194920,62.1,2965123,73.4,2714565,52.7,2535904,62.8,4825835,3455380,434000,0,214511,2577614,3777840,2040,993771,1524871,195581,342,991730,1348851,194983,340,N/A,62.1,N/A,73.4,49.7,2379480,58.9,3194920,922931,95,795616,84.9,339868,425125,30422,201,2120057,226255,930096,3141339,71.1,2684884,60.7,993667,1495338,195537,342,6491126,146859,197178,3193779,65.8,2714030,55.9,993696,1524453,195539,342,6570310,135296,179464,767754,28.3,766041,30.2,614475,41.1,413919,52,322931,428724,15651,448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1560555,176402,233771,1227865,138795,1132584,169661,616683,69.7,561258,84.1,498968,56.4,460061,68.9,854715,620840,85000,0,38011,488258,701464,132,188222,274284,36432,30,188156,235471,36404,30,N/A,69.7,N/A,84.1,52.9,429385,64.3,616683,169006,95,138696,91.3,69038,64821,4817,20,371073,244334,1027550,600598,81.4,490051,66.4,188220,265372,36429,30,1202600,162932,211428,616652,74.9,498960,60.6,188220,274281,36429,30,1227829,149100,189505,155550,31.2,155273,33.8,119515,46,77825,56.1,72733,80945,1864,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,10737180,157225,201860,8695949,127335,8192724,154024,3969992,58.1,3693205,69.4,3475571,50.9,3260716,61.3,6322160,3928920,486100,0,244893,3351046,5056127,43883,1260275,1983661,221499,10136,1259724,1769752,221221,10019,N/A,58.1,N/A,69.4,48.3,3086594,58,3969992,1027960,89.9,943088,82.5,468667,434037,34981,5403,2619840,229129,939063,3905456,66.9,3437454,58.9,1260240,1945655,221450,10109,8591924,147234,183995,3969424,61.8,3475448,54.1,1260258,1983594,221462,10134,8695252,135428,167231,1087799,31.3,1085307,33.3,824582,44.8,531659,56.4,466596,603948,15213,2042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,51276595,176841,237435,39624081,136654,35855417,166028,19128695,66,17046170,78.9,16363521,56.4,14824888,68.6,30799235,17961260,2516100,0,1429533,14882019,23309218,3311,5837167,9263070,1262776,508,5832850,7730385,1261184,469,N/A,66,N/A,78.9,52.8,13779111,63.8,19128695,3505286,93.9,3136615,84,1496502,1467346,172582,185,8392418,224743,1373150,18638604,77.3,16111552,66.8,5836539,9012096,1262425,492,38847969,161187,212756,19124174,70.8,16362350,60.6,5836662,9262658,1262522,508,39618456,146708,189878,4094751,25,4078781,27.5,2785368,40,1589561,50.7,1862050,2165540,67021,140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5305740,165496,233243,4381935,136681,3893704,171169,2132008,66.5,1857687,81.7,1856424,57.9,1648475,72.5,3245640,1828400,231700,0,168391,1569252,2643997,295,628473,1069174,158768,9,628043,861853,158570,9,N/A,66.5,N/A,81.7,54,1522546,66.9,2132008,365100,95,328932,89.9,141083,171513,16335,1,888992,242979,1450160,2053160,79.2,1817213,70.1,628422,1030056,158726,9,4263344,164465,204676,2131602,72.1,1856336,62.8,628452,1069136,158739,9,4381457,148115,179360,485810,26.2,484618,29.4,314988,45.7,192384,58.5,192740,286051,7018,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,16539545,193773,247796,14102443,165221,12807695,191885,6661118,78,5964552,89.4,5758075,67.5,5187142,77.7,10082045,5714500,743000,0,468529,5075464,8550715,7735,1928209,3400341,426547,2978,1922563,2837504,424385,2690,N/A,78,N/A,89.4,63.9,4881547,73.1,6661118,1397613,95,1219089,89.7,569017,577882,71293,897,3355152,246901,1217120,6429795,88,5602115,76.7,1928011,3245372,425840,2892,13707459,187594,226353,6659809,82.9,5757635,71.7,1928072,3400132,426455,2976,14100773,175600,205971,1878002,32.6,1871035,36.1,1292380,49.5,759968,62.3,828448,1017184,32082,288,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7527270,N/A,N/A,6854842,N/A,6851649,N/A,3307362,N/A,3305553,N/A,2905781,N/A,2904381,N/A,3241290,3670280,615700,0,245347,3514215,3094998,282,1425548,1250780,229442,11,1425488,1249481,229401,11,N/A,N/A,N/A,N/A,0,2704467,0,3307362,1635383,0,1485541,0,811801,598124,75615,1,3654594,0,0,3307245,0,2905707,0,1425526,1250735,229435,11,6854654,0,0,3307260,0,2905711,0,1425526,1250738,229436,11,6854673,0,0,860227,29.6,860212,29.6,802452,35,604052,40.7,442145,403068,15014,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,132690,124838,162796,126921,119410,120276,147565,62362,58.7,58616,71.9,53272,50.1,50383,61.8,95850,34540,2300,0,2022,37733,87166,0,15011,36395,1861,5,14983,33541,1854,5,N/A,58.7,N/A,71.9,48.5,48652,59.7,62362,17040,83.2,14859,72.6,5890,8439,526,4,36315,177337,647964,61738,69,52993,59.3,15003,36127,1858,5,126035,140939,148381,62302,62.5,53247,53.4,15004,36380,1858,5,126836,127315,133191,10325,19.4,10313,20.5,8425,27.5,5080,34.2,3661,6567,95,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1385500,222039,271675,1219694,195467,1113772,218394,550574,88.2,492628,95,477991,76.6,430995,84.5,768500,547800,69200,0,50719,481682,686414,879,171847,260052,45827,265,171791,213208,45748,248,N/A,88.2,N/A,95,72,402051,78.8,550574,139489,95,124520,95,60138,61667,2560,155,361656,289235,1108050,527109,95,461747,83.8,171833,243839,45810,265,1179645,214111,251475,550476,92.5,477981,80.3,171846,260048,45822,265,1219607,204995,232878,216965,45.4,215874,50.1,151861,62.1,89994,72.3,96657,116815,3477,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,14930705,196072,250859,12197506,160180,11180972,187858,5691346,74.7,5139358,86.3,5124157,67.3,4670998,78.5,8868605,5341700,720400,0,455168,4603152,7130156,9030,1812132,2878881,430176,2968,1811348,2426911,429841,2898,N/A,74.7,N/A,86.3,62.9,4337276,72.9,5691346,1199334,95,1105519,91.4,503816,542751,57445,1507,2987171,246930,1234230,5517774,84.9,5012732,77.1,1812063,2767567,430140,2962,11912109,183237,229670,5690683,79.5,5124040,71.6,1812110,2878813,430150,2967,12196711,170383,208576,1692260,33,1687708,36.1,1149056,50.9,704954,63.8,759568,907862,24412,418,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,9880435,169696,216874,8902750,152904,8237118,180804,3934985,67.6,3575237,78.5,3580756,61.5,3287419,72.2,5792455,3645980,442000,0,318941,3452126,5129984,1699,1290525,1999504,290163,564,1290170,1706766,289945,538,N/A,67.6,N/A,78.5,57.9,3080813,67.6,3934985,1015593,95,948887,93.3,456404,462254,29985,244,2675735,263038,971295,3820412,76.4,3504332,70.1,1290489,1923143,290136,564,8711201,174231,197617,3934709,71.6,3580713,65.2,1290516,1999486,290147,564,8902444,162100,179908,1455248,40.6,1451365,44.1,1055047,56.9,656931,69.2,622289,812346,20567,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3421825,190934,238858,3115943,173866,2972373,207484,1607558,89.7,1522206,95,1283490,71.6,1225713,85.6,1991845,1274680,155300,0,75655,1392160,1646524,1604,556121,655899,71024,446,555627,598748,70925,413,N/A,89.7,N/A,95,68.1,1162469,81.1,1607558,554551,95,465781,95,235905,217999,11683,194,1148827,313022,932349,1589314,95,1275767,81.9,555989,648332,71001,445,3090263,198369,219652,1606839,94.6,1283126,75.5,556002,655674,71004,446,3114778,183317,201388,231909,18.1,231626,18.9,187322,23.3,125741,27,107101,122049,2712,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,845395,146070,189966,670562,115862,630306,141634,319512,55.2,296430,66.6,272235,47,255213,57.3,435735,363360,46300,0,27671,296982,345307,602,112554,134546,25024,111,112535,117570,24999,109,N/A,55.2,N/A,66.6,43.4,234110,52.6,319512,90446,91.2,81177,81.8,41340,35988,3799,50,214227,216000,852393,313819,64,269363,54.9,112553,131678,25021,111,662051,134914,172276,319484,58.7,272230,50.1,112553,134544,25022,111,670530,123298,155453,90663,33.3,90448,35.4,70904,47.8,47628,58.7,42027,47343,1258,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
