State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6277450,158643,208919,5363679,135550,4979606,165725,2631688,66.5,2419339,80.5,2126244,53.7,1960713,65.3,3474450,2485600,317400,0,144509,2182587,3035425,1158,817887,1173270,134893,194,817611,1008134,134798,170,N/A,66.5,N/A,80.5,50.9,1850494,61.6,2631688,659864,95,536968,84.5,272406,244226,20292,44,1491265,234796,988369,2578901,77.6,2093209,62.9,817866,1140274,134876,193,5277400,158708,188783,2631455,71.1,2126197,57.4,817869,1173255,134879,194,5363409,144901,169595,655935,30.8,651955,33.3,480823,45.6,303235,56.5,304095,342953,8864,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,8481665,201095,253095,6871792,162926,6312603,188370,3130107,74.2,2830125,84.5,2808446,66.6,2561215,76.4,4911405,3117960,452300,0,261372,2580534,4018387,11499,975915,1589450,239304,3777,973033,1346079,238481,3622,N/A,74.2,N/A,84.5,62.4,2387153,71.2,3130107,740601,95,683787,89.3,308897,321859,51935,1096,1839537,240123,1107150,3026790,83,2737823,75.1,975911,1518839,239301,3772,6696295,183572,232517,3130088,78.4,2808439,70.4,975914,1589445,239303,3777,6871773,172228,212577,1119646,39.9,1110978,43.4,733315,56.4,457536,66.9,492538,609293,17482,333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,25730845,200991,253073,20349109,158953,18814945,185052,10099652,78.9,9257194,91,8212824,64.2,7558362,74.3,14816465,9451480,1462900,0,693047,7946003,11708712,1347,3002503,4519922,689790,609,3000293,3868225,689278,566,N/A,78.9,N/A,91,58.9,6890775,67.8,10099652,2626439,95,2180012,91.1,1025465,1066533,87739,275,5946898,248475,1075090,9820169,88.6,8027207,72.4,3002320,4334566,689713,608,19877384,179374,232196,10098074,83.4,8212343,67.8,3002386,4519609,689739,609,20347101,168101,212580,2721942,33.1,2698428,35.7,1977257,46.4,1221564,56,1226478,1486490,8934,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6566000,205593,250519,5985123,187404,5409082,206378,2856233,89.4,2537665,95,2468250,77.3,2217331,84.6,4078060,2276740,211200,0,145812,2342894,3495870,547,923424,1407451,137266,109,922999,1157171,137092,69,N/A,89.4,N/A,95,74.1,2116583,80.8,2856233,678168,95,585546,86.2,289344,272848,23338,16,1530383,225170,966077,2750567,95,2404040,84.4,923357,1343361,137215,107,5814321,204134,230524,2855452,92.8,2468053,80.2,923369,1407352,137223,109,5984180,194531,213444,742967,30.1,738719,33.3,496414,43.1,278060,47.5,311814,424145,7001,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2306765,217751,269839,1975095,186442,1812001,211963,952476,89.9,858257,95,814515,76.9,736771,86.2,1363285,856480,87000,0,62583,758017,1153103,1392,281287,475145,57748,335,281173,397544,57721,333,N/A,89.9,N/A,95,73.6,702190,82.1,952476,209638,95,183286,95,82589,93965,6609,123,510922,273153,1233260,918396,95,789979,85.2,281278,450620,57747,334,1924373,207482,248710,952398,94.8,814507,81.1,281283,475143,57747,334,1975009,196550,229565,357043,43.8,353172,47.9,236988,61.3,131383,71.7,158280,194682,4059,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,36490,169469,220045,37370,173556,33677,203081,18781,87.2,16807,95,16556,76.9,14829,89.4,7490,25200,3800,0,2336,29256,5772,6,12007,2205,2341,3,12007,478,2341,3,N/A,87.2,N/A,95,67.3,12755,76.9,18781,1800,90.4,1730,86.8,1481,22,227,0,4243,213002,1831830,18159,95,16125,86.5,12007,1774,2341,3,36320,194798,195709,18780,92.2,16556,81.3,12007,2205,2341,3,37369,183424,179110,4674,28.2,4674,31.5,2475,43.4,1000,57.8,4665,9,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,8856415,172012,219352,6789054,131859,6354854,157395,3253228,63.2,3008391,74.5,2747148,53.4,2557558,63.3,4952255,3467660,436500,0,218352,2671693,3896957,2052,1002902,1546620,197276,350,1000844,1359689,196677,348,N/A,63.2,N/A,74.5,50.4,2408142,59.6,3253228,929653,95,798639,85.2,341412,426410,30613,204,2161710,230700,945165,3188400,72.1,2708839,61.3,1002789,1508468,197232,350,6688484,151324,200373,3252081,67,2746612,56.6,1002827,1546201,197234,350,6787350,139765,182371,890759,32.4,885738,34.6,687260,45.7,445599,55.8,384826,487715,17761,457,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1590195,179752,238211,1274364,144051,1169964,175260,631856,71.4,572513,85.8,507949,57.4,464742,69.6,877755,626040,86400,0,38838,504207,731187,132,189817,281096,37004,32,189750,237986,36974,32,N/A,71.4,N/A,85.8,54.1,435001,65.2,631856,170600,95,139217,91.7,69296,65028,4873,20,377652,248666,1047070,612782,83,495577,67.1,189815,268731,36999,32,1242567,168346,215444,631816,76.7,507940,61.7,189815,281093,37000,32,1274322,154746,193104,178411,35.1,177336,38.2,131308,50.2,82555,59.3,82704,93574,2125,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,10904610,159677,205008,9013128,131980,8467923,159198,4031587,59,3735990,70.2,3521599,51.6,3289925,61.9,6487070,3927340,490200,0,249283,3468689,5249278,45878,1271024,2016752,223378,10445,1270458,1786059,223094,10314,N/A,59,N/A,70.2,49.1,3124981,58.7,4031587,1033489,90.4,946901,82.8,470435,435766,35168,5532,2679579,234353,953706,3952324,67.7,3469888,59.5,1270987,1965168,223328,10405,8880463,152178,186865,4030989,62.8,3521472,54.8,1271007,2016682,223340,10443,9012392,140367,169839,1283604,36.4,1275387,38.8,932645,50.4,576900,60.9,550485,713381,17493,2245,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,52079695,179611,241154,41091042,141713,37022976,171434,19506458,67.3,17272413,80,16595147,57.2,14955433,69.3,31709495,17833700,2536500,0,1455205,15394003,24238257,3577,5883477,9435647,1275407,616,5879027,7802059,1273775,572,N/A,67.3,N/A,80,53.8,13952818,64.6,19506458,3534741,94.7,3152540,84.4,1503542,1475000,173767,231,8587474,229966,1394660,18898666,78.4,16262351,67.5,5882801,9103915,1275038,597,40106519,166409,216088,19501749,72.2,16593948,61.4,5882971,9435209,1275152,616,41085187,152139,192852,4886892,29.4,4839067,32.4,3153241,45,1726756,54.8,2216774,2592514,77456,148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5418250,169006,238188,4561308,142276,4033234,177303,2168328,67.6,1877425,82.5,1891986,59,1665007,73.2,3352970,1832780,232500,0,171227,1626250,2763535,296,633910,1097707,160360,9,633471,871365,160162,9,N/A,67.6,N/A,82.5,55.3,1545363,67.9,2168328,367042,95,330736,90.4,141911,172407,16417,1,908202,248229,1480910,2075654,80.1,1836470,70.8,633856,1042287,160318,9,4412362,170213,209017,2167890,73.3,1891895,64,633888,1097667,160331,9,4560796,154177,183163,591029,31.2,585952,35.2,357200,51.5,207210,62.7,236022,346799,8207,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,16953825,198627,254002,14657741,171726,13270873,198824,6791673,79.6,6057379,90.8,5827822,68.3,5222737,78.2,10456605,5747420,749800,0,476075,5276023,8897705,7938,1940072,3455078,429636,3036,1934380,2858210,427408,2739,N/A,79.6,N/A,90.8,64.9,4935888,73.9,6791673,1407542,95,1222904,90,570641,579764,71589,910,3425477,252076,1247610,6530615,89.4,5642930,77.2,1939854,3271265,428866,2945,14203154,194378,232023,6790346,84.6,5827377,72.6,1939936,3454863,429544,3034,14656043,182515,211130,2222682,38.1,2196549,42.1,1444957,55.1,814575,66.6,973484,1213063,35814,321,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7550480,N/A,N/A,6981987,N/A,6978690,N/A,3342194,N/A,3340308,N/A,2912537,N/A,2911124,N/A,3247140,3683740,619600,0,248337,3588395,3144973,282,1428408,1253490,230628,11,1428348,1252178,230587,11,N/A,N/A,N/A,N/A,0,2716112,0,3342194,1645864,0,1487655,0,812824,598896,75934,1,3709957,0,0,3342075,0,2912463,0,1428386,1253445,230621,11,6981796,0,0,3342090,0,2912467,0,1428386,1253448,230622,11,6981815,0,0,946450,32.5,946421,32.5,874567,38.1,646846,43.5,493571,436090,16789,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,135860,127820,166685,131386,123611,124171,152344,63770,60,59704,73.3,53966,50.8,50870,62.4,97920,35540,2400,0,2118,39100,90168,0,15123,36908,1930,5,15095,33847,1923,5,N/A,60,N/A,73.3,49.1,49110,60.3,63770,17315,84.6,14935,72.9,5914,8485,532,4,37377,182523,663444,62939,70.4,53536,59.9,15115,36489,1927,5,130141,145531,151926,63709,63.9,53941,54.1,15116,36893,1927,5,131300,131796,136373,12647,23.4,12589,24.7,9933,32.2,5789,38.8,4402,8129,114,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1430990,229329,280595,1264414,202634,1149686,225436,560254,89.8,500012,95,485232,77.8,434215,85.1,801270,560020,69700,0,51405,498522,713607,880,173136,265666,46165,265,173078,214803,46086,248,N/A,89.8,N/A,95,73.4,407212,79.8,560254,140427,95,124838,95,60305,61793,2585,155,366402,293030,1144440,534985,95,465470,84.5,173120,245937,46148,265,1218959,221247,259731,560154,94.2,485221,81.6,173135,265661,46160,265,1264323,212511,240524,244792,50.4,241374,55.6,163259,66.5,93582,75,108904,132019,3853,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,15195645,199552,255310,12707305,166874,11615320,195155,5786904,76,5205696,87.5,5189138,68.1,4703877,79,9139685,5331160,724800,0,461588,4802376,7433841,9500,1823686,2928988,433308,3156,1822888,2444941,432967,3081,N/A,76,N/A,87.5,64,4388433,73.7,5786904,1206431,95,1109114,91.7,505346,544547,57667,1554,3048896,252033,1256130,5589127,86,5050316,77.7,1823610,2790285,433271,3150,12369935,190280,233746,5786175,80.8,5189018,72.5,1823663,2928918,433282,3155,12706439,177503,212277,2042097,39.4,2023793,43,1295952,57.2,754741,68,921187,1092769,27608,533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,10132395,174023,222405,9215196,158271,8502529,186629,3992478,68.6,3615298,79.4,3622142,62.2,3308996,72.6,5994015,3692080,446300,0,323756,3572811,5316778,1851,1297403,2031736,292383,620,1297040,1719198,292165,593,N/A,68.6,N/A,79.4,58.9,3117468,68.4,3992478,1021243,95,951758,93.6,457580,463753,30164,261,2727576,268134,996064,3864247,77.3,3529031,70.6,1297366,1938690,292356,619,8992690,179861,202656,3992170,72.7,3622097,66,1297394,2031716,292367,620,9214855,167789,184496,1666068,46,1653168,50,1164140,62.5,700098,73.6,717310,925726,22976,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3354195,187161,234137,2512452,140192,2365585,165128,1114924,62.2,1035516,72.3,990374,55.3,926184,64.7,2026955,1170840,156400,0,64302,1089500,1357028,1622,410782,520442,58705,445,410325,456814,58631,414,N/A,62.2,N/A,72.3,52.7,880014,61.4,1114924,334550,91.2,304345,82.9,155732,138963,9459,191,832758,226903,913922,1093564,70.2,976909,62.7,410686,507094,58686,443,2477739,159050,215311,1114528,65.6,990140,58.3,410705,520302,58688,445,2511753,147827,197408,382401,38.6,380129,41,289733,51.5,183577,60.3,182895,195472,3978,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,847005,146348,190328,690135,119244,646779,145335,324880,56.1,300372,67.5,276287,47.7,257851,57.9,440645,359560,46800,0,28020,305663,355840,612,113687,137244,25241,115,113666,118856,25216,113,N/A,56.1,N/A,67.5,44.2,237295,53.3,324880,91075,91.8,81547,82.2,41545,36125,3823,54,217761,219564,854016,318118,64.8,272297,55.5,113686,133258,25238,115,679443,138458,172604,324851,59.7,276282,50.8,113686,137242,25239,115,690102,126897,155749,101227,36.6,100732,39.1,76853,51.4,50371,61.8,47592,52196,1401,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
