State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6953230,175721,231409,5698405,144009,5247199,174631,2762682,69.8,2521327,83.9,2209577,55.8,2016992,67.1,3742050,2889880,321300,0,151272,2303568,3242171,1394,838886,1228823,141613,255,838594,1036669,141519,210,N/A,69.8,N/A,83.9,53.1,1907929,63.5,2762682,672915,95,542508,85.4,275135,246708,20611,54,1538238,242192,1094770,2691979,81,2157122,64.9,838862,1176420,141595,245,5574973,167657,209106,2762403,74.6,2209528,59.7,838868,1228807,141598,255,5698088,153943,187852,794728,36,794685,36.8,778663,38.6,332648,61.3,366676,416782,11233,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,9486185,224912,283070,7407757,175633,6731480,200869,3238459,76.8,2902769,86.6,2888724,68.5,2605312,77.7,5464525,3561360,460300,0,271666,2758622,4362431,15038,990722,1647928,244910,5164,987796,1368566,244069,4881,N/A,76.8,N/A,86.6,64.7,2448219,73.1,3238459,748892,95,689041,89.9,311171,324148,52384,1338,1908363,249108,1238280,3108269,85.2,2789220,76.5,990718,1548445,244907,5150,7175492,196709,260054,3237445,81.1,2888439,72.4,990721,1647646,244909,5163,7406459,185629,237753,1466741,50.8,1466606,52.6,1414114,54.3,510760,74.1,625797,817721,22733,490,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,28672425,223969,282004,21965985,171583,20083729,197531,10626942,83,9653733,94.9,8535603,66.7,7752465,76.2,16283765,10884660,1504000,0,761602,8475929,12727009,1445,3066288,4758180,710495,640,3063870,3978059,709945,591,N/A,83,N/A,94.9,62.6,7229266,71.1,10626942,2678476,95,2204583,92.1,1036320,1078423,89552,288,6175974,258046,1198000,10268768,92.7,8254991,74.5,3066003,4477943,710407,638,21315732,192354,258741,10624780,87.8,8535013,70.5,3066162,4757771,710441,639,21963275,181454,236883,3483781,40.8,3483296,42.2,3380604,43.6,1368197,62.1,1534230,1891831,57668,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,7264190,227454,277157,6820071,213548,6038225,230382,3028205,94.8,2645609,95,2581754,80.8,2266421,86.5,4498730,2551560,213900,0,151011,2632467,4035983,610,946556,1495891,139173,134,946110,1181239,138988,84,N/A,94.8,N/A,95,78.5,2191314,83.6,3028205,702402,95,596864,87.8,296414,276763,23669,18,1660034,244246,1068800,2871251,95,2462570,86.5,946480,1376849,139116,125,6541699,229671,255037,3027293,95,2581544,83.9,946500,1495781,139129,134,6818984,221668,236141,1289578,49.9,1289256,52.4,1208271,53.3,369180,61.9,522306,756978,10278,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,43990,204301,265272,46150,214332,40565,244618,20181,93.7,17365,95,17696,82.2,15478,93.3,11690,28500,3800,0,2346,35689,8045,70,12517,2794,2351,34,12517,576,2351,34,N/A,93.7,N/A,95,77.4,14458,87.2,20181,1857,93.2,1771,88.9,1509,33,227,2,4813,241616,2208330,18870,95,16883,90.5,12517,1981,2351,34,44028,236138,235935,20179,95,17695,86.9,12517,2793,2351,34,46147,226511,215923,10931,61.8,10930,64.7,10371,67,1473,83.2,10200,731,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2484625,234540,290645,2120494,200167,1927747,225503,1016090,95,907702,95,850948,80.3,758344,88.7,1451725,945500,87400,0,64679,807743,1246525,1547,286762,503828,59982,376,286633,411383,59955,373,N/A,95,N/A,95,77.3,726667,85,1016090,214894,95,185202,95,82999,95306,6760,137,526308,281379,1328350,973637,95,815706,87.9,286750,468600,59981,375,2055607,221631,267887,1015973,95,850934,84.7,286758,503820,59981,375,2120386,211017,247266,433591,51,433469,53.1,418950,55.2,140495,75.9,187269,241395,4891,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,9945075,193156,246316,7221610,140260,6699129,165921,3410404,66.2,3128010,77.5,2859563,55.5,2632868,65.2,5387435,4108340,449300,0,227632,2820681,4171146,2151,1029917,1624584,204691,371,1027786,1400641,204079,362,N/A,66.2,N/A,77.5,52.7,2488703,61.6,3410404,945346,95,805582,86,344393,429813,31165,211,2228274,237804,1061350,3321601,75.1,2794836,63.2,1029769,1560053,204645,369,7071127,159981,225003,3408757,70.2,2858868,58.9,1029842,1624010,204647,369,7219237,148659,204789,1083022,37.9,1082912,38.7,1061755,40.3,491083,61,466244,594969,21324,485,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1754565,198332,262833,1349798,152578,1225611,183596,661006,74.7,593651,88.9,527824,59.7,476217,71.3,965165,700600,88800,0,40367,527945,781353,133,193912,295496,38382,34,193841,243991,38351,34,N/A,74.7,N/A,88.9,56.4,447226,67,661006,173161,95,140420,92.5,69891,65526,4982,21,386513,254501,1155300,636662,86.3,509410,69,193910,277089,38377,34,1306740,177041,237713,660956,80.3,527813,64.1,193910,295491,38378,34,1349743,163905,213064,209912,39.8,209887,41.2,205203,43.1,88346,62.9,95349,112011,2543,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,12186030,178441,229098,9551129,139858,8914389,167591,4180275,61.2,3850407,72.4,3646584,53.4,3375377,63.5,7037890,4644240,503900,0,259901,3654211,5583600,53417,1299423,2103546,232189,11426,1298802,1833427,231891,11257,N/A,61.2,N/A,72.4,51.1,3216297,60.5,4180275,1047531,91.6,956337,83.6,474871,439839,35691,5936,2778123,242972,1065780,4079234,69.9,3568185,61.1,1299371,2025317,232135,11362,9369683,160562,208823,4179589,65.1,3646444,56.8,1299406,2103464,232150,11424,9550281,148745,189797,1529958,42,1529687,42.9,1502838,44.5,632802,66.2,649042,856740,20983,3193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,58558295,201954,271153,44077433,152013,39180613,181425,20473981,70.6,17900112,82.9,17323697,59.7,15365639,71.2,34899155,21057340,2601800,0,1515973,16235674,26321508,4278,6011371,9987449,1324044,833,6006574,8036094,1322195,776,N/A,70.6,N/A,82.9,56.4,14397471,66.7,20473981,3613967,95,3203534,85.8,1522115,1504041,177069,309,8929298,239120,1568150,19630059,81.4,16755752,69.5,6010576,9420769,1323604,803,42598184,176748,242969,20468799,75.8,17322378,64.1,6010855,9986911,1323780,832,44070984,163196,216842,6138740,35.4,6138348,36.6,5949144,38.7,1926634,60.1,2705970,3338649,93923,198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5957750,185834,261905,5045161,157368,4396936,193291,2278593,71.1,1945958,85.5,2022786,63.1,1744733,76.7,3679690,2037360,240700,0,181575,1767012,3096259,315,661515,1193179,168079,13,661041,915803,167878,11,N/A,71.1,N/A,85.5,59.7,1637136,72,2278593,373917,95,340835,93.2,146505,177455,16872,3,960395,262495,1628370,2156404,83.2,1929301,74.4,661448,1099805,168036,12,4828756,186276,229829,2278065,77,2022679,68.4,661493,1193125,168048,13,5044539,170530,201401,858758,42.5,858539,44.5,825318,47.3,248067,72.8,334134,512843,11777,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,18653105,218535,279461,15801583,185127,14124659,211616,7191538,84.3,6354442,95,6122124,71.7,5407079,81,11305285,6575820,772000,0,498258,5594529,9699750,9046,1990477,3678238,450032,3377,1984599,2971869,447642,2969,N/A,84.3,N/A,95,68.5,5131576,76.9,7191538,1442469,95,1239137,91.2,575854,589601,72721,961,3545241,260889,1372660,6868763,94,5860682,80.2,1990219,3418099,449124,3240,15208047,208131,255278,7188215,89.5,6120927,76.2,1990341,3677283,449928,3375,15797054,196724,232291,2770876,45.3,2769760,47.3,2658491,49.2,888661,71.7,1161645,1566319,42304,608,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7773120,N/A,N/A,7197831,N/A,7194343,N/A,3401981,N/A,3399977,N/A,2929196,N/A,2927735,N/A,3365940,3781280,625900,0,254327,3710217,3233004,283,1435927,1260389,232868,12,1435866,1259030,232827,12,N/A,N/A,N/A,N/A,0,2743933,0,3401981,1664113,0,1492677,0,815349,600818,76509,1,3800976,0,0,3401861,0,2929121,0,1435905,1260343,232861,12,7197637,0,0,3401877,0,2929126,0,1435905,1260347,232862,12,7197658,0,0,1085829,37.1,1085823,37.1,1085775,37.1,713790,47.8,573662,491686,20481,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,145360,136758,178341,139433,131182,130775,160446,67263,63.3,62577,76.8,55825,52.5,52091,63.9,104820,37740,2800,0,2259,41718,95456,0,15575,38190,2055,5,15546,34492,2048,5,N/A,63.3,N/A,76.8,50.8,50272,61.7,67263,17988,87.8,15185,74.2,6023,8596,562,4,39250,191669,709835,66051,73.9,54971,61.5,15567,37347,2052,5,137388,153635,162550,67197,67.5,55800,56,15568,38175,2052,5,139342,139868,145909,15662,28.1,15662,28.5,15405,29.6,6766,44.6,5398,10123,139,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1689750,270798,331334,1341480,214985,1204628,236209,578725,92.7,513510,95,499195,80,442122,86.7,957070,661480,71200,0,52698,523223,764679,880,176427,275351,47151,266,176359,218442,47072,249,N/A,92.7,N/A,95,76.1,417726,81.9,578725,141837,95,125579,95,60636,62147,2641,155,373920,299043,1351380,550450,95,474893,86.2,176409,251083,47135,266,1288381,233847,306698,578522,95,499184,83.9,176426,275345,47147,266,1341287,225447,284017,290407,58.2,290359,61.1,276013,62.4,98335,78.3,125040,160961,4390,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,16755495,220036,281518,13768068,180804,12440465,209019,6055165,79.5,5400288,90.7,5419707,71.2,4851180,81.5,9950895,6058800,745800,0,480081,5155643,8121484,10860,1878251,3090268,447432,3756,1877413,2523049,447069,3649,N/A,79.5,N/A,90.7,67.4,4562236,76.7,6055165,1228203,95,1124931,93,510393,554122,58723,1693,3160544,261262,1385070,5804492,89.3,5216511,80.2,1878161,2887215,447393,3742,13313640,204796,257740,6054151,84.6,5419565,75.7,1878226,3090179,447406,3754,13766914,192318,234067,2676649,49.4,2675736,51.3,2575031,53.1,835893,74.3,1171590,1468886,35389,784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,11027045,189389,242042,9822252,168697,8971098,196914,4129254,70.9,3710960,81.5,3747663,64.4,3380693,74.2,6466945,4109800,450300,0,331923,3758806,5729309,2214,1320269,2128486,298152,756,1319878,1762177,297926,712,N/A,70.9,N/A,81.5,61.5,3212545,70.5,4129254,1033454,95,961578,94.5,460380,470373,30522,303,2811219,276357,1084010,3972523,79.5,3614576,72.3,1320225,1995478,298123,750,9530686,190622,220550,4128794,75.2,3747604,68.2,1320259,2128457,298136,752,9821780,178840,200786,2023899,54,2023656,56,1967105,58.2,760771,79.1,849676,1147669,26458,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3829685,213693,267328,2626426,146552,2459390,171676,1147923,64.1,1061875,74.1,1015030,56.6,942908,65.8,2142825,1526560,160300,0,66260,1133412,1425067,1687,417115,537229,60221,465,416652,465687,60145,424,N/A,64.1,N/A,74.1,54.2,898807,62.7,1147923,338196,92.1,306401,83.5,156696,139943,9568,194,852919,232396,1043480,1122273,72,995799,63.9,417018,518124,60202,455,2581918,165737,245833,1147512,67.5,1014794,59.7,417038,537088,60204,464,2625712,154533,225392,445205,43.9,445130,44.7,436986,46.3,198815,64.9,211165,229168,4799,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,928985,160513,208749,728393,125854,676046,151912,334878,57.9,307519,69.1,292007,50.5,269252,60.5,472745,408240,48000,0,28652,318470,380629,642,117964,147463,26449,131,117937,124762,26424,129,N/A,57.9,N/A,69.1,46.9,248826,55.9,334878,91522,92.3,82550,83.2,42048,36527,3915,60,221776,223612,936675,326116,66.5,285280,58.1,117962,140742,26445,131,712959,145288,189310,334845,61.6,292000,53.7,117963,147460,26446,131,728354,133931,170823,120790,41.4,120778,42.3,118477,44,54740,66.3,56161,62862,1722,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
