USTotalNewCasesByDate,Dates
68074,2020-07-22
67970,2020-07-23
75411,2020-07-24
62881,2020-07-25
56708,2020-07-26
60299,2020-07-27
64968,2020-07-28
64741,2020-07-29
67704,2020-07-30
65955,2020-07-31
57725,2020-08-01
47410,2020-08-02
40876,2020-08-03
61760,2020-08-04
54666,2020-08-05
59633,2020-08-06
61217,2020-08-07
63729,2020-08-08
54799,2020-08-09
51928,2020-08-10
56245,2020-08-11
55359,2020-08-12
51332,2020-08-13
70733,2020-08-14
52544,2020-08-15
35318,2020-08-16
37974,2020-08-17
44145,2020-08-18
46493,2020-08-19
44112,2020-08-20
48710,2020-08-21
44615,2020-08-22
32971,2020-08-23
33836,2020-08-24
41783,2020-08-25
42615,2020-08-26
50066,2020-08-27
46923,2020-08-28
43210,2020-08-29
33622,2020-08-30
33863,2020-08-31
41608,2020-09-01
40187,2020-09-02
45786,2020-09-03
48265,2020-09-04
42905,2020-09-05
30189,2020-09-06
24863,2020-09-07
26408,2020-09-08
33267,2020-09-09
39177,2020-09-10
45038,2020-09-11
45312,2020-09-12
40008,2020-09-13
33443,2020-09-14
36213,2020-09-15
38969,2020-09-16
44441,2020-09-17
51173,2020-09-18
44619,2020-09-19
42730,2020-09-20
32302,2020-09-21
37167,2020-09-22
41861,2020-09-23
48420,2020-09-24
47760,2020-09-25
43027,2020-09-26
34613,2020-09-27
37646,2020-09-28
41700,2020-09-29
38814,2020-09-30
46300,2020-10-01
53252,2020-10-02
49154,2020-10-03
33053,2020-10-04
37467,2020-10-05
44242,2020-10-06
49359,2020-10-07
57778,2020-10-08
55283,2020-10-09
55095,2020-10-10
46204,2020-10-11
43804,2020-10-12
49579,2020-10-13
57859,2020-10-14
64239,2020-10-15
69230,2020-10-16
54855,2020-10-17
52220,2020-10-18
68636,2020-10-19
61808,2020-10-20
60733,2020-10-21
78494,2020-10-22
82550,2020-10-23
77461,2020-10-24
61717,2020-10-25
64972,2020-10-26
76764,2020-10-27
85808,2020-10-28
91443,2020-10-29
99969,2020-10-30
88661,2020-10-31
76273,2020-11-01
82843,2020-11-02
123529,2020-11-03
100616,2020-11-04
128375,2020-11-05
124960,2020-11-06
128463,2020-11-07
117900,2020-11-08
120564,2020-11-09
135273,2020-11-10
146661,2020-11-11
159291,2020-11-12
178116,2020-11-13
165250,2020-11-14
138939,2020-11-15
156341,2020-11-16
162596,2020-11-17
172201,2020-11-18
192101,2020-11-19
200945,2020-11-20
181157,2020-11-21
146052,2020-11-22
183102,2020-11-23
172630,2020-11-24
180187,2020-11-25
116599,2020-11-26
213585,2020-11-27
170321,2020-11-28
138002,2020-11-29
157371,2020-11-30
195966,2020-12-01
197107,2020-12-02
219575,2020-12-03
234648,2020-12-04
223927,2020-12-05
178283,2020-12-06
196551,2020-12-07
224498,2020-12-08
220612,2020-12-09
234129,2020-12-10
240445,2020-12-11
222439,2020-12-12
191894,2020-12-13
212018,2020-12-14
223339,2020-12-15
236783,2020-12-16
238966,2020-12-17
250482,2020-12-18
198781,2020-12-19
193412,2020-12-20
200898,2020-12-21
203441,2020-12-22
222506,2020-12-23
211510,2020-12-24
120700,2020-12-25
226971,2020-12-26
135770,2020-12-27
173601,2020-12-28
202572,2020-12-29
219895,2020-12-30
312008,2020-12-31
172374,2021-01-01
282367,2021-01-02
204005,2021-01-03
185505,2021-01-04
230136,2021-01-05
260202,2021-01-06
287853,2021-01-07
304488,2021-01-08
263438,2021-01-09
212926,2021-01-10
203619,2021-01-11
220469,2021-01-12
229777,2021-01-13
234436,2021-01-14
247912,2021-01-15
215531,2021-01-16
178528,2021-01-17
141562,2021-01-18
154476,2021-01-19
188529,2021-01-20
191345,2021-01-21
193233,2021-01-22
177834,2021-01-23
141429,2021-01-24
129414,2021-01-25
149846,2021-01-26
156138,2021-01-27
164598,2021-01-28
166993,2021-01-29
149712,2021-01-30
113827,2021-01-31
124883,2021-02-01
117849,2021-02-02
122871,2021-02-03
125304,2021-02-04
131559,2021-02-05
116344,2021-02-06
90476,2021-02-07
82788,2021-02-08
94183,2021-02-09
95987,2021-02-10
106009,2021-02-11
100917,2021-02-12
90917,2021-02-13
68397,2021-02-14
55723,2021-02-15
59023,2021-02-16
68672,2021-02-17
72167,2021-02-18
75511,2021-02-19
73779,2021-02-20
55534,2021-02-21
55339,2021-02-22
73234,2021-02-23
74765,2021-02-24
77597,2021-02-25
75889,2021-02-26
71255,2021-02-27
52026,2021-02-28
50527,2021-03-01
57509,2021-03-02
67337,2021-03-03
68883,2021-03-04
68127,2021-03-05
61140,2021-03-06
42142,2021-03-07
43373,2021-03-08
55483,2021-03-09
57523,2021-03-10
61931,2021-03-11
63063,2021-03-12
55464,2021-03-13
38624,2021-03-14
53153,2021-03-15
53496,2021-03-16
60048,2021-03-17
61641,2021-03-18
61710,2021-03-19
58157,2021-03-20
34620,2021-03-21
49073,2021-03-22
53170,2021-03-23
87474,2021-03-24
68017,2021-03-25
76193,2021-03-26
63343,2021-03-27
45498,2021-03-28
67396,2021-03-29
61365,2021-03-30
68983,2021-03-31
77423,2021-04-01
73002,2021-04-02
64047,2021-04-03
37356,2021-04-04
69430,2021-04-05
65135,2021-04-06
75687,2021-04-07
80458,2021-04-08
84445,2021-04-09
69827,2021-04-10
46785,2021-04-11
63616,2021-04-12
81224,2021-04-13
75024,2021-04-14
74123,2021-04-15
80678,2021-04-16
71853,2021-04-17
43277,2021-04-18
62890,2021-04-19
62135,2021-04-20
64247,2021-04-21
66901,2021-04-22
63191,2021-04-23
54291,2021-04-24
34141,2021-04-25
61142,2021-04-26
52351,2021-04-27
55145,2021-04-28
58863,2021-04-29
58001,2021-04-30
48263,2021-05-01
30068,2021-05-02
45874,2021-05-03
42565,2021-05-04
45778,2021-05-05
46651,2021-05-06
48178,2021-05-07
35597,2021-05-08
22491,2021-05-09
33191,2021-05-10
35204,2021-05-11
35921,2021-05-12
38929,2021-05-13
42047,2021-05-14
30397,2021-05-15
17431,2021-05-16
25820,2021-05-17
28786,2021-05-18
29501,2021-05-19
30099,2021-05-20
28690,2021-05-21
20945,2021-05-22
13530,2021-05-23
22255,2021-05-24
24525,2021-05-25
24521,2021-05-26
26836,2021-05-27
22230,2021-05-28
13149,2021-05-29
7186,2021-05-30
6077,2021-05-31
20977,2021-06-01
16698,2021-06-02
18369,2021-06-03
17808,2021-06-04
15446,2021-06-05
6706,2021-06-06
14158,2021-06-07
12945,2021-06-08
18541,2021-06-09
14928,2021-06-10
25001,2021-06-11
9043,2021-06-12
5184,2021-06-13
11551,2021-06-14
10865,2021-06-15
11879,2021-06-16
11597,2021-06-17
21281,2021-06-18
8931,2021-06-19
4839,2021-06-20
10667,2021-06-21
10680,2021-06-22
12620,2021-06-23
14315,2021-06-24
24388,2021-06-25
9315,2021-06-26
4988,2021-06-27
13655,2021-06-28
14968,2021-06-29
15180,2021-06-30
15006,2021-07-01
29692,2021-07-02
5150,2021-07-03
4098,2021-07-04
8713,2021-07-05
22751,2021-07-06
20089,2021-07-07
22677,2021-07-08
47615,2021-07-09
9727,2021-07-10
11523,2021-07-11
30017,2021-07-12
26318,2021-07-13
31227,2021-07-14
31761,2021-07-15
77330,2021-07-16
13491,2021-07-17
20582,2021-07-18
49779,2021-07-19
39383,2021-07-20
47594,2021-07-21
56392,2021-07-22
120767,2021-07-23
27495,2021-07-24
27093,2021-07-25
80830,2021-07-26
64813,2021-07-27
73140,2021-07-28
72827,2021-07-29
190573,2021-07-30
41911,2021-07-31
42877,2021-08-01
112400,2021-08-02
96718,2021-08-03
102962,2021-08-04
109086,2021-08-05
251286,2021-08-06
60451,2021-08-07
32700,2021-08-08
165437,2021-08-09
117191,2021-08-10
152970,2021-08-11
144947,2021-08-12
225945,2021-08-13
68248,2021-08-14
44035,2021-08-15
203799,2021-08-16
148804,2021-08-17
166567,2021-08-18
154372,2021-08-19
240002,2021-08-20
82491,2021-08-21
40147,2021-08-22
223018,2021-08-23
155058,2021-08-24
172419,2021-08-25
187652,2021-08-26
238455,2021-08-27
72876,2021-08-28
45605,2021-08-29
239512,2021-08-30
180246,2021-08-31
196632,2021-09-01
175841,2021-09-02
237301,2021-09-03
77116,2021-09-04
52220,2021-09-05
80525,2021-09-06
242228,2021-09-07
177900,2021-09-08
165411,2021-09-09
232265,2021-09-10
78105,2021-09-11
44911,2021-09-12
235211,2021-09-13
142649,2021-09-14
176319,2021-09-15
156922,2021-09-16
210579,2021-09-17
71301,2021-09-18
43171,2021-09-19
179259,2021-09-20
117044,2021-09-21
141998,2021-09-22
127559,2021-09-23
176534,2021-09-24
59317,2021-09-25
52241,2021-09-26
159749,2021-09-27
112700,2021-09-28
120936,2021-09-29
111326,2021-09-30
154598,2021-10-01
46992,2021-10-02
43591,2021-10-03
145448,2021-10-04
95360,2021-10-05
112970,2021-10-06
101447,2021-10-07
131712,2021-10-08
37694,2021-10-09
38916,2021-10-10
97487,2021-10-11
111123,2021-10-12
108839,2021-10-13
86973,2021-10-14
109833,2021-10-15
39229,2021-10-16
31071,2021-10-17
100016,2021-10-18
81272,2021-10-19
91932,2021-10-20
77906,2021-10-21
96371,2021-10-22
31825,2021-10-23
18561,2021-10-24
111110,2021-10-25
69210,2021-10-26
102364,2021-10-27
75744,2021-10-28
95117,2021-10-29
33855,2021-10-30
32018,2021-10-31
111462,2021-11-01
70948,2021-11-02
85342,2021-11-03
81723,2021-11-04
96680,2021-11-05
34607,2021-11-06
36302,2021-11-07
109024,2021-11-08
79956,2021-11-09
95703,2021-11-10
56663,2021-11-11
144813,2021-11-12
43497,2021-11-13
31210,2021-11-14
134812,2021-11-15
87055,2021-11-16
112681,2021-11-17
110177,2021-11-18
126907,2021-11-19
44792,2021-11-20
39230,2021-11-21
145647,2021-11-22
91279,2021-11-23
111530,2021-11-24
39097,2021-11-25
52694,2021-11-26
25993,2021-11-27
42495,2021-11-28
187716,2021-11-29
117315,2021-11-30
136956,2021-12-01
139205,2021-12-02
158617,2021-12-03
65579,2021-12-04
54283,2021-12-05
179490,2021-12-06
113230,2021-12-07
149670,2021-12-08
122457,2021-12-09
160702,2021-12-10
55856,2021-12-11
51325,2021-12-12
187081,2021-12-13
114824,2021-12-14
148010,2021-12-15
141644,2021-12-16
192840,2021-12-17
77843,2021-12-18
87922,2021-12-19
242562,2021-12-20
178753,2021-12-21
241504,2021-12-22
270510,2021-12-23
244068,2021-12-24
82844,2021-12-25
176880,2021-12-26
509074,2021-12-27
356767,2021-12-28
499445,2021-12-29
589420,2021-12-30
502575,2021-12-31
181206,2022-01-01
278018,2022-01-02
1076090,2022-01-03
805783,2022-01-04
644962,2022-01-05
815037,2022-01-06
856327,2022-01-07
386198,2022-01-08
475934,2022-01-09
1368120,2022-01-10
769444,2022-01-11
909434,2022-01-12
840531,2022-01-13
859485,2022-01-14
394376,2022-01-15
468310,2022-01-16
661569,2022-01-17
1117432,2022-01-18
998599,2022-01-19
711014,2022-01-20
822963,2022-01-21
287080,2022-01-22
356210,2022-01-23
903142,2022-01-24
555096,2022-01-25
823436,2022-01-26
488392,2022-01-27
601500,2022-01-28
169525,2022-01-29
192866,2022-01-30
531236,2022-01-31
414540,2022-02-01
327163,2022-02-02
253344,2022-02-03
371155,2022-02-04
104593,2022-02-05
80562,2022-02-06
339231,2022-02-07
231196,2022-02-08
188875,2022-02-09
172578,2022-02-10
210402,2022-02-11
55352,2022-02-12
56932,2022-02-13
164053,2022-02-14
115257,2022-02-15
115347,2022-02-16
101559,2022-02-17
147827,2022-02-18
36074,2022-02-19
22053,2022-02-20
